T22,Major trading partners,,,,,,,
Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value,Footnotes,Source
222,El Salvador,2024,Major trading partner 2 (% of exports),Guatemala,,20.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
222,El Salvador,2015,Major trading partner 2 (% of imports),China,,13.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
222,El Salvador,2020,Major trading partner 2 (% of imports),China,,14.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
222,El Salvador,2024,Major trading partner 2 (% of imports),China,,17.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
222,El Salvador,2015,Major trading partner 3 (% of exports),Honduras,,14.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
222,El Salvador,2020,Major trading partner 3 (% of exports),Honduras,,15.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
222,El Salvador,2024,Major trading partner 3 (% of exports),Honduras,,16.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
222,El Salvador,2015,Major trading partner 3 (% of imports),Guatemala,,9.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
222,El Salvador,2020,Major trading partner 3 (% of imports),Guatemala,,11.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
222,El Salvador,2024,Major trading partner 3 (% of imports),Guatemala,,9.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
226,Equatorial Guinea,2015,Major trading partner 1 (% of exports),China,,17.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
226,Equatorial Guinea,2020,Major trading partner 1 (% of exports),China,,37.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
226,Equatorial Guinea,2024,Major trading partner 1 (% of exports),China,,21.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
226,Equatorial Guinea,2015,Major trading partner 1 (% of imports),China,,8.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
226,Equatorial Guinea,2020,Major trading partner 1 (% of imports),China,,9.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
226,Equatorial Guinea,2024,Major trading partner 1 (% of imports),China,,16.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
226,Equatorial Guinea,2015,Major trading partner 2 (% of exports),Spain,,9.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
226,Equatorial Guinea,2020,Major trading partner 2 (% of exports),Spain,,13.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
226,Equatorial Guinea,2024,Major trading partner 2 (% of exports),Spain,,15.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
226,Equatorial Guinea,2015,Major trading partner 2 (% of imports),Spain,,9.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
226,Equatorial Guinea,2020,Major trading partner 2 (% of imports),Spain,,14.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
226,Equatorial Guinea,2024,Major trading partner 2 (% of imports),Spain,,15.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
226,Equatorial Guinea,2015,Major trading partner 3 (% of exports),India,,6.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
226,Equatorial Guinea,2020,Major trading partner 3 (% of exports),India,,11.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
226,Equatorial Guinea,2024,Major trading partner 3 (% of exports),India,,12.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
226,Equatorial Guinea,2015,Major trading partner 3 (% of imports),United States,,5.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
226,Equatorial Guinea,2020,Major trading partner 3 (% of imports),United States,,7.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
226,Equatorial Guinea,2024,Major trading partner 3 (% of imports),United States,,9.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
232,Eritrea,2015,Major trading partner 1 (% of exports),China,,39.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
232,Eritrea,2020,Major trading partner 1 (% of exports),China,,47.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
232,Eritrea,2024,Major trading partner 1 (% of exports),China,,62.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
232,Eritrea,2015,Major trading partner 1 (% of imports),China,,33.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
232,Eritrea,2020,Major trading partner 1 (% of imports),China,,22.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
232,Eritrea,2024,Major trading partner 1 (% of imports),China,,34.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
232,Eritrea,2015,Major trading partner 2 (% of exports),United Arab Emirates,,4.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
232,Eritrea,2020,Major trading partner 2 (% of exports),United Arab Emirates,,41.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
232,Eritrea,2024,Major trading partner 2 (% of exports),United Arab Emirates,,21.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
232,Eritrea,2015,Major trading partner 2 (% of imports),United Arab Emirates,,13.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
232,Eritrea,2020,Major trading partner 2 (% of imports),United Arab Emirates,,24.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
232,Eritrea,2024,Major trading partner 2 (% of imports),United Arab Emirates,,26.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
232,Eritrea,2015,Major trading partner 3 (% of exports),Republic of Korea,,3.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
232,Eritrea,2020,Major trading partner 3 (% of exports),Republic of Korea,,7.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
232,Eritrea,2024,Major trading partner 3 (% of exports),Republic of Korea,,13.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
232,Eritrea,2015,Major trading partner 3 (% of imports),Gabon,,3.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
232,Eritrea,2020,Major trading partner 3 (% of imports),Gabon,,3.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
232,Eritrea,2024,Major trading partner 3 (% of imports),Gabon,,8.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
233,Estonia,2015,Major trading partner 1 (% of exports),Finland,,14.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
233,Estonia,2020,Major trading partner 1 (% of exports),Finland,,15.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
233,Estonia,2024,Major trading partner 1 (% of exports),Finland,,15.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
233,Estonia,2015,Major trading partner 1 (% of imports),Germany,,9.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
233,Estonia,2020,Major trading partner 1 (% of imports),Germany,,9.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
233,Estonia,2024,Major trading partner 1 (% of imports),Germany,,11.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
233,Estonia,2015,Major trading partner 2 (% of exports),Latvia,,9.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
233,Estonia,2020,Major trading partner 2 (% of exports),Latvia,,8.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
233,Estonia,2024,Major trading partner 2 (% of exports),Latvia,,10.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
233,Estonia,2015,Major trading partner 2 (% of imports),China,,8.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
233,Estonia,2020,Major trading partner 2 (% of imports),China,,9.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
233,Estonia,2024,Major trading partner 2 (% of imports),China,,10.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
233,Estonia,2015,Major trading partner 3 (% of exports),Sweden,,17.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
233,Estonia,2020,Major trading partner 3 (% of exports),Sweden,,10.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
233,Estonia,2024,Major trading partner 3 (% of exports),Sweden,,8.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
233,Estonia,2015,Major trading partner 3 (% of imports),Finland,,9.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
